Gender_x,Age,Profession,Work_Experience,Family_Size,Spending_Score,Cost_of_the_Product,Prior_purchases,Discount_offered,Ever_Married,Graduated,Var_1
Female,20,Lawyer,1.0,3.0,Average,140,3,65,Yes,Yes,Cat_3
Male,43,Healthcare,3.0,3.0,Low,131,5,6,No,Yes,Cat_6
Female,42,Artist,0.0,3.0,Low,246,3,49,No,Yes,Cat_6
Male,43,Entertainment,1.0,2.0,Low,159,3,4,No,Yes,Cat_4
Female,50,Engineer,4.0,3.0,High,203,2,61,Yes,Yes,Cat_6
Male,25,Entertainment,1.0,2.0,Low,187,4,29,No,Yes,Cat_6
Male,61,Artist,1.0,2.0,High,146,3,62,Yes,No,Cat_6
Female,28,Healthcare,0.0,2.0,Average,234,3,39,Yes,Yes,Cat_6
Male,38,Artist,1.0,1.0,Low,122,3,15,No,Yes,Cat_6
Male,25,Executive,12.0,3.0,Low,135,3,8,No,No,Cat_6
Female,18,Healthcare,9.0,5.0,Low,103,3,3,No,No,Cat_4
Male,43,Entertainment,1.0,5.0,Average,257,3,19,Yes,Yes,Cat_5
Female,27,Artist,8.0,1.0,Low,169,2,2,No,Yes,Cat_6
Female,60,Entertainment,1.0,2.0,Low,159,3,18,No,Yes,Cat_6
Male,75,Lawyer,2.0,1.0,Low,188,3,38,Yes,Yes,Cat_6
Female,31,Doctor,0.0,4.0,Low,136,3,19,No,No,Cat_6
Male,23,Doctor,6.0,4.0,Low,227,3,19,No,No,Cat_2
Male,36,Artist,8.0,1.0,Low,262,2,53,No,Yes,Cat_6
Male,30,Doctor,1.0,1.0,Low,157,2,45,No,No,Cat_3
Male,56,Artist,1.0,2.0,Average,238,2,21,Yes,No,Cat_6
Female,52,Artist,2.0,2.0,Low,152,3,43,Yes,Yes,Cat_6
Male,39,Entertainment,0.0,1.0,Low,201,3,5,Yes,Yes,Cat_6
Female,35,Artist,5.0,1.0,Low,148,2,54,No,No,Cat_6
Male,33,Engineer,0.0,2.0,Average,199,4,59,Yes,No,Cat_6
Female,25,Artist,0.0,6.0,Low,215,2,45,No,Yes,Cat_6
Female,27,Artist,0.0,2.0,Average,175,2,40,Yes,Yes,Cat_4
Male,35,Artist,1.0,3.0,High,236,2,23,Yes,Yes,Cat_6
Female,41,Artist,1.0,2.0,Average,182,2,57,Yes,Yes,Cat_6
Female,49,Artist,0.0,3.0,Average,251,3,42,Yes,Yes,Cat_7
Female,46,Artist,8.0,2.0,Average,173,3,7,Yes,No,Cat_6
Female,31,Healthcare,0.0,2.0,Low,225,3,62,No,No,Cat_6
Male,49,Doctor,0.0,1.0,Low,167,4,20,No,Yes,Cat_6
Female,26,Artist,9.0,1.0,Low,259,3,20,No,Yes,Cat_6
Male,43,Doctor,13.0,2.0,High,178,3,63,Yes,Yes,Cat_6
Female,30,Artist,8.0,4.0,Low,178,4,13,Yes,Yes,Cat_6
Female,70,Artist,1.0,4.0,Average,169,2,20,Yes,Yes,Cat_6
Female,28,Artist,0.0,1.0,Low,272,2,33,No,Yes,Cat_6
Female,89,Lawyer,3.0,1.0,High,183,3,29,Yes,No,Cat_6
Female,42,Homemaker,6.0,4.0,High,205,3,10,Yes,No,Cat_6
Female,37,Entertainment,6.0,3.0,Average,123,4,53,Yes,Yes,Cat_4
Male,29,Executive,1.0,3.0,Average,152,3,58,Yes,No,Cat_6
Female,68,Artist,1.0,2.0,High,220,2,40,Yes,Yes,Cat_6
Female,25,Engineer,1.0,1.0,Low,134,3,51,No,No,Cat_4
Male,29,Healthcare,1.0,0.0,Low,217,2,19,No,No,Cat_6
Female,48,Doctor,0.0,2.0,Low,265,3,49,Yes,Yes,Cat_6
Female,51,Doctor,1.0,3.0,Average,249,5,36,Yes,Yes,Cat_1
Female,40,Engineer,1.0,5.0,High,213,4,50,Yes,Yes,Cat_2
Male,47,Artist,0.0,6.0,Average,124,3,56,Yes,Yes,Cat_7
Male,39,Executive,0.0,3.0,High,180,2,23,Yes,Yes,Cat_6
Male,35,Executive,1.0,4.0,Average,193,3,65,Yes,Yes,Cat_6
Female,19,Healthcare,2.0,3.0,Low,192,3,43,No,No,Cat_6
Female,21,Healthcare,7.0,0.0,Low,166,3,3,No,No,Cat_6
Male,46,Entertainment,0.0,3.0,Average,264,3,5,Yes,Yes,Cat_4
Male,86,Lawyer,0.0,1.0,Low,200,2,14,Yes,Yes,Cat_6
Male,66,Artist,0.0,2.0,High,142,4,12,Yes,Yes,Cat_6
Male,42,Marketing,1.0,5.0,Low,215,2,32,No,No,Cat_4
Female,73,Lawyer,1.0,2.0,High,218,2,15,Yes,Yes,Cat_6
Male,72,Engineer,1.0,1.0,Low,115,3,27,Yes,No,Cat_6
Male,53,Artist,0.0,3.0,Low,159,3,33,Yes,Yes,Cat_6
Female,39,Artist,8.0,2.0,Average,133,3,63,Yes,Yes,Cat_6
Female,27,Homemaker,9.0,1.0,Low,178,3,48,No,No,Cat_6
Male,63,Entertainment,1.0,0.0,Average,134,2,43,Yes,No,Cat_6
Female,23,Healthcare,1.0,3.0,Low,184,5,58,No,No,Cat_4
Female,30,Entertainment,0.0,4.0,Low,251,2,24,No,Yes,Cat_6
Female,39,Artist,5.0,2.0,Average,141,3,7,Yes,Yes,Cat_6
Male,26,Artist,1.0,3.0,Average,229,2,45,Yes,Yes,Cat_6
Female,50,Entertainment,7.0,3.0,Low,203,4,34,Yes,Yes,Cat_6
Female,45,Artist,1.0,2.0,Average,158,3,57,Yes,Yes,Cat_6
Female,62,Entertainment,2.0,1.0,Low,167,3,52,No,No,Cat_6
Female,27,Doctor,1.0,3.0,Low,197,4,40,No,Yes,Cat_6
Male,57,Entertainment,1.0,0.0,Low,140,3,19,Yes,Yes,Cat_6
Female,30,Engineer,1.0,7.0,Average,205,2,27,Yes,No,Cat_4
Male,32,Healthcare,7.0,4.0,Low,208,3,45,No,No,Cat_3
Male,18,Executive,0.0,5.0,Low,96,3,22,No,,Cat_4
Male,47,Artist,3.0,3.0,Low,205,3,44,No,No,Cat_5
Female,32,Artist,4.0,4.0,Low,215,3,48,No,Yes,Cat_2
Female,32,Engineer,5.0,3.0,Low,216,3,43,Yes,No,Cat_1
Male,67,Doctor,1.0,4.0,Average,112,2,22,Yes,Yes,Cat_6
Female,77,Lawyer,0.0,2.0,High,222,3,20,Yes,Yes,Cat_6
Male,31,Entertainment,1.0,1.0,Low,241,3,48,No,No,Cat_4
Male,42,Artist,0.0,3.0,Low,172,3,58,Yes,Yes,Cat_4
Male,50,Artist,1.0,4.0,Average,190,3,45,Yes,Yes,Cat_2
Male,71,Artist,0.0,5.0,Average,186,2,48,Yes,Yes,Cat_6
Female,72,Lawyer,1.0,3.0,Low,207,2,35,Yes,No,Cat_6
Male,47,Artist,0.0,3.0,Low,135,3,19,Yes,Yes,Cat_6
Male,45,Artist,9.0,2.0,Average,189,2,18,Yes,Yes,Cat_6
Female,40,Engineer,9.0,5.0,Low,173,5,51,No,No,Cat_4
Female,36,Engineer,4.0,1.0,Low,194,3,3,No,Yes,Cat_6
Female,42,Artist,0.0,1.0,Low,183,3,19,No,Yes,Cat_6
Male,30,Healthcare,4.0,4.0,Low,140,2,22,No,No,Cat_6
Female,29,Healthcare,2.0,4.0,Low,244,3,55,No,Yes,Cat_4
Male,28,Engineer,0.0,5.0,Low,189,4,34,No,Yes,Cat_4
Male,22,Healthcare,0.0,2.0,Low,157,2,53,,No,Cat_6
Male,85,Lawyer,0.0,1.0,Low,275,10,23,Yes,No,Cat_6
Female,40,Artist,1.0,2.0,Average,133,3,53,Yes,Yes,Cat_6
Female,52,Artist,14.0,2.0,Average,149,3,54,Yes,Yes,Cat_6
Male,47,Artist,0.0,0.0,Low,254,2,17,Yes,Yes,Cat_6
Male,26,Artist,6.0,6.0,Low,145,8,15,No,No,Cat_5
Female,55,Marketing,3.0,1.0,Low,179,5,52,No,Yes,Cat_6
Female,20,Doctor,4.0,4.0,Low,168,3,26,No,No,Cat_6
Female,87,Lawyer,0.0,2.0,High,202,3,18,Yes,Yes,Cat_6
Male,28,Healthcare,0.0,2.0,Low,220,7,43,No,No,Cat_4
Male,38,Artist,2.0,2.0,Low,244,8,1,No,No,Cat_3
Male,42,Entertainment,1.0,2.0,Low,186,7,40,Yes,No,Cat_4
Male,42,Marketing,0.0,6.0,High,263,8,24,Yes,No,Cat_4
Female,29,Engineer,1.0,4.0,Low,294,4,15,No,No,Cat_6
Male,32,Doctor,0.0,4.0,Low,226,2,2,No,Yes,Cat_6
Male,38,Executive,0.0,5.0,High,173,5,2,Yes,No,Cat_4
Female,59,Artist,1.0,2.0,High,194,3,10,Yes,No,Cat_6
Male,22,Healthcare,0.0,2.0,Low,183,3,2,No,No,Cat_3
Female,26,Homemaker,9.0,0.0,Low,140,2,61,No,No,Cat_4
Female,78,Artist,1.0,2.0,High,244,3,8,Yes,Yes,Cat_6
Female,32,Healthcare,0.0,3.0,Low,189,4,9,No,Yes,Cat_4
Male,37,Artist,0.0,4.0,Average,157,2,39,Yes,Yes,Cat_7
Male,37,Healthcare,1.0,4.0,High,275,10,10,Yes,Yes,Cat_6
Male,67,Lawyer,0.0,2.0,Low,133,3,59,No,No,Cat_6
Male,47,Artist,0.0,4.0,High,149,3,26,Yes,No,Cat_6
Female,68,Lawyer,0.0,2.0,High,254,2,41,Yes,Yes,Cat_6
Male,30,Healthcare,3.0,5.0,Low,145,8,24,No,Yes,Cat_1
Female,48,Entertainment,2.0,1.0,Low,179,5,56,Yes,Yes,Cat_1
Female,43,Artist,6.0,1.0,Low,168,3,13,No,Yes,Cat_6
Male,33,Healthcare,9.0,2.0,Low,202,3,46,Yes,Yes,Cat_6
Male,31,Healthcare,0.0,5.0,Average,220,7,25,Yes,No,Cat_4
Male,32,Healthcare,1.0,2.0,Low,244,8,50,Yes,Yes,Cat_6
Female,21,Healthcare,1.0,4.0,Low,186,7,30,No,No,Cat_2
Female,29,Homemaker,2.0,4.0,Low,263,8,9,No,No,Cat_3
Female,35,Artist,1.0,2.0,Low,294,4,25,Yes,Yes,Cat_4
Male,46,Artist,0.0,3.0,Low,139,3,56,Yes,No,Cat_4
Female,38,Artist,9.0,2.0,High,192,3,46,Yes,Yes,Cat_2
Female,32,Healthcare,1.0,3.0,Low,235,3,5,No,Yes,Cat_6
Female,28,Artist,3.0,7.0,Low,176,3,15,No,Yes,Cat_2
Female,68,Lawyer,3.0,1.0,Low,224,3,34,Yes,Yes,Cat_6
Female,45,Artist,4.0,1.0,Low,128,3,51,Yes,Yes,Cat_6
Male,58,Artist,0.0,3.0,Average,226,5,47,Yes,Yes,Cat_7
Male,28,Entertainment,1.0,2.0,Low,160,5,16,No,No,Cat_7
Female,32,Healthcare,12.0,3.0,Low,197,5,45,No,No,Cat_6
Male,30,Doctor,1.0,1.0,Low,216,3,12,No,Yes,Cat_3
Female,42,Homemaker,3.0,4.0,Average,199,2,9,Yes,No,Cat_6
Male,41,Artist,0.0,3.0,Low,201,3,47,No,Yes,Cat_6
Female,18,Healthcare,6.0,4.0,Low,212,2,33,No,No,Cat_7
Female,29,Healthcare,8.0,3.0,Low,177,3,10,Yes,Yes,Cat_3
Female,33,Healthcare,0.0,3.0,Low,191,4,43,No,Yes,Cat_6
Male,47,Artist,1.0,0.0,Low,174,3,30,No,No,Cat_4
Female,57,Doctor,1.0,2.0,Low,162,2,14,Yes,Yes,Cat_7
Male,36,Executive,1.0,3.0,Low,219,2,39,Yes,Yes,Cat_6
Male,57,Executive,1.0,3.0,High,155,3,35,Yes,Yes,Cat_6
Male,18,Healthcare,1.0,2.0,Low,230,3,3,No,No,Cat_6
Male,52,Artist,1.0,5.0,Average,192,2,36,,Yes,Cat_4
Male,52,Artist,1.0,6.0,Average,235,3,14,Yes,Yes,Cat_6
Male,51,Artist,6.0,4.0,Low,200,3,46,No,,Cat_4
Female,37,Entertainment,0.0,2.0,Average,172,3,65,Yes,Yes,Cat_1
Male,36,Marketing,0.0,1.0,Low,160,4,6,No,Yes,Cat_6
Female,29,Healthcare,9.0,3.0,Low,250,5,12,No,Yes,Cat_4
Male,45,Artist,1.0,4.0,Average,174,3,9,Yes,Yes,Cat_3
Male,61,Artist,0.0,1.0,Low,204,3,54,No,Yes,Cat_6
Male,52,Entertainment,1.0,4.0,Average,274,3,51,Yes,Yes,Cat_6
Female,49,Homemaker,14.0,1.0,Low,262,2,62,Yes,Yes,Cat_6
Male,40,Entertainment,0.0,2.0,Average,138,3,23,Yes,Yes,Cat_4
Female,31,Healthcare,1.0,5.0,Low,215,3,2,No,No,Cat_4
Male,42,Entertainment,1.0,3.0,Low,145,2,34,Yes,No,Cat_4
Male,51,Engineer,1.0,5.0,Average,149,2,56,Yes,Yes,Cat_6
Female,42,Healthcare,8.0,1.0,Low,212,2,38,No,Yes,Cat_7
Male,29,Doctor,1.0,4.0,Low,155,3,47,No,Yes,Cat_6
Female,33,Healthcare,8.0,1.0,Low,154,3,40,No,Yes,Cat_4
Male,27,Healthcare,0.0,3.0,Low,249,3,51,No,Yes,Cat_6
Female,21,Healthcare,0.0,4.0,Low,206,2,2,No,No,Cat_2
Male,35,Artist,9.0,3.0,Average,235,3,22,Yes,No,Cat_6
Female,42,Doctor,0.0,1.0,Low,261,3,8,No,Yes,Cat_6
Female,41,Artist,2.0,1.0,Low,243,4,22,No,Yes,Cat_6
Male,39,Artist,0.0,3.0,Low,237,2,26,No,Yes,Cat_6
Female,28,Doctor,14.0,1.0,Low,179,2,19,No,No,Cat_6
Female,45,Engineer,3.0,0.0,Average,192,3,43,Yes,Yes,Cat_3
Female,61,Doctor,1.0,2.0,Average,141,3,39,Yes,Yes,Cat_6
Male,62,Artist,0.0,4.0,Average,245,3,61,Yes,Yes,Cat_6
Male,65,Entertainment,1.0,2.0,Average,177,4,32,Yes,Yes,Cat_6
Male,45,Doctor,1.0,2.0,Average,154,4,17,Yes,Yes,Cat_3
Female,26,Engineer,9.0,2.0,Low,228,3,12,Yes,Yes,Cat_6
Female,25,Artist,4.0,5.0,Low,207,6,24,No,Yes,Cat_6
Female,45,Artist,1.0,4.0,Average,266,4,33,Yes,Yes,Cat_7
Male,43,Executive,0.0,4.0,High,172,3,42,Yes,No,Cat_6
Male,49,Executive,1.0,3.0,High,142,3,35,Yes,Yes,Cat_6
Male,55,Artist,1.0,2.0,Average,218,3,40,Yes,Yes,Cat_6
Female,37,Artist,3.0,1.0,Low,231,2,46,No,Yes,Cat_6
Male,65,Entertainment,1.0,2.0,High,180,3,47,Yes,Yes,Cat_6
Female,39,Engineer,0.0,3.0,Low,147,4,42,No,No,Cat_4
Female,40,Artist,2.0,2.0,Average,245,5,6,Yes,Yes,Cat_6
Male,72,Entertainment,1.0,3.0,Average,182,3,47,Yes,Yes,Cat_6
Female,38,Homemaker,5.0,1.0,Low,176,3,8,No,No,Cat_2
Male,26,Marketing,0.0,5.0,Low,197,4,51,No,No,Cat_6
Male,30,Doctor,1.0,3.0,Low,233,3,52,No,Yes,Cat_4
Male,51,Homemaker,1.0,0.0,Low,156,2,8,Yes,Yes,Cat_4
Male,57,Marketing,1.0,4.0,Low,257,4,52,No,Yes,Cat_7
Female,31,Healthcare,1.0,1.0,Low,250,3,11,No,Yes,Cat_6
Male,39,Artist,0.0,1.0,Low,189,5,3,No,Yes,Cat_6
Female,30,Engineer,0.0,4.0,Low,255,2,7,No,No,Cat_4
Female,43,Artist,0.0,3.0,Average,198,2,28,Yes,No,Cat_4
Male,27,Healthcare,8.0,1.0,Low,164,3,15,No,Yes,Cat_3
Female,46,Artist,0.0,4.0,Average,271,3,32,Yes,No,Cat_3
Male,43,Artist,1.0,2.0,Low,185,2,34,Yes,No,Cat_6
Male,69,Lawyer,0.0,1.0,Low,157,6,17,Yes,Yes,
Male,28,Entertainment,8.0,4.0,Average,137,2,17,Yes,No,Cat_7
Male,43,Entertainment,9.0,1.0,Low,229,3,14,No,Yes,Cat_6
Female,27,Healthcare,0.0,5.0,Low,234,2,39,No,No,Cat_7
Female,28,Healthcare,1.0,3.0,Low,216,2,52,No,Yes,Cat_6
Male,33,Artist,0.0,4.0,Low,163,4,20,No,No,Cat_6
Female,30,Engineer,0.0,1.0,Low,268,3,19,No,No,
Male,58,Healthcare,4.0,2.0,Low,205,5,35,No,No,Cat_6
Female,38,Engineer,8.0,4.0,Low,265,2,18,No,Yes,Cat_6
Female,31,Artist,1.0,4.0,Low,236,3,3,No,Yes,Cat_6
Male,32,Executive,4.0,5.0,Average,132,3,63,Yes,No,Cat_4
Male,45,Artist,4.0,4.0,Average,234,2,46,Yes,Yes,Cat_6
Male,66,Artist,1.0,3.0,Low,108,6,22,Yes,Yes,Cat_6
Female,51,Artist,1.0,3.0,Average,276,2,54,Yes,Yes,Cat_6
Female,59,Artist,0.0,2.0,Average,179,4,1,Yes,Yes,Cat_6
Female,40,Engineer,0.0,1.0,Low,230,3,40,No,Yes,Cat_3
Male,46,Artist,11.0,5.0,Average,210,3,43,Yes,Yes,Cat_6
Male,20,Healthcare,1.0,6.0,Low,173,3,15,No,No,Cat_4
Female,84,Lawyer,1.0,2.0,High,201,3,29,Yes,No,Cat_6
Female,41,Marketing,0.0,1.0,Low,214,2,21,No,Yes,Cat_6
Male,51,Artist,0.0,3.0,Average,216,2,22,Yes,No,Cat_6
Male,57,Entertainment,8.0,5.0,Average,144,3,61,Yes,Yes,Cat_2
Female,33,Doctor,0.0,1.0,Low,182,3,27,No,No,Cat_6
Male,25,Marketing,3.0,3.0,Low,163,2,48,No,No,Cat_5
Male,55,Artist,0.0,3.0,Average,234,3,8,Yes,Yes,Cat_4
Female,56,Executive,0.0,4.0,High,158,3,59,Yes,Yes,Cat_1
Male,77,Lawyer,1.0,1.0,Low,194,2,4,Yes,Yes,Cat_6
Male,30,Healthcare,1.0,2.0,Low,201,6,3,Yes,Yes,Cat_6
Male,23,Healthcare,6.0,5.0,Low,178,2,59,No,No,Cat_4
Female,43,Artist,2.0,4.0,Low,214,5,51,No,Yes,Cat_6
Male,39,Entertainment,5.0,1.0,Low,281,2,55,No,Yes,Cat_6
Male,29,Executive,1.0,2.0,High,260,3,2,Yes,No,Cat_6
Male,37,Doctor,0.0,2.0,Low,200,2,46,Yes,Yes,Cat_6
Female,45,Engineer,2.0,2.0,Low,209,2,49,Yes,No,Cat_6
Male,48,Executive,2.0,2.0,High,185,3,61,Yes,No,Cat_2
Male,27,Entertainment,0.0,4.0,Average,230,3,62,Yes,No,Cat_6
Female,60,Entertainment,9.0,4.0,Low,134,3,31,Yes,No,Cat_3
Male,45,Entertainment,4.0,3.0,Average,270,2,34,Yes,Yes,Cat_2
Male,31,Healthcare,0.0,1.0,Low,140,3,1,No,Yes,Cat_6
Male,33,Doctor,1.0,4.0,Low,133,5,32,No,No,Cat_4
Female,48,Artist,0.0,3.0,Average,206,3,58,Yes,Yes,Cat_6
Female,83,Lawyer,0.0,2.0,Low,162,2,52,Yes,No,Cat_6
Male,57,Executive,0.0,4.0,Low,187,2,58,Yes,Yes,Cat_2
Male,26,Healthcare,0.0,3.0,Low,166,5,54,No,Yes,Cat_1
Male,51,Artist,8.0,5.0,Low,178,3,48,Yes,Yes,Cat_6
Male,67,Executive,2.0,1.0,High,167,2,34,Yes,No,Cat_6
Male,38,Artist,9.0,2.0,Average,224,3,60,Yes,Yes,Cat_6
Female,40,Doctor,0.0,1.0,Low,158,3,11,No,Yes,Cat_6
Female,45,Artist,5.0,2.0,Average,134,2,43,Yes,Yes,Cat_6
Male,48,Artist,0.0,4.0,Average,147,2,20,Yes,Yes,Cat_6
Female,69,Lawyer,0.0,2.0,Average,187,3,61,Yes,No,Cat_6
Male,21,Healthcare,9.0,5.0,Low,247,2,18,No,No,Cat_6
Female,48,Engineer,1.0,0.0,High,182,4,20,Yes,No,Cat_6
Female,18,Healthcare,0.0,3.0,Low,177,4,33,No,No,Cat_3
Male,72,Artist,0.0,3.0,Low,143,2,18,Yes,Yes,Cat_4
Male,85,Lawyer,0.0,1.0,Low,245,2,8,Yes,No,Cat_6
Female,21,Marketing,1.0,5.0,Low,133,4,64,No,No,Cat_4
Female,48,Artist,1.0,1.0,Low,224,2,13,Yes,Yes,Cat_4
Female,37,Entertainment,6.0,0.0,Low,265,2,50,No,Yes,Cat_6
Male,28,Healthcare,1.0,5.0,Low,138,2,28,No,No,Cat_4
Male,55,Entertainment,1.0,2.0,Low,253,3,6,Yes,Yes,Cat_6
Female,56,Artist,0.0,2.0,Low,165,3,51,No,Yes,Cat_6
Male,50,Doctor,1.0,2.0,Low,265,3,65,Yes,Yes,Cat_6
Male,21,Healthcare,1.0,4.0,Low,238,3,54,No,No,Cat_6
Male,18,Healthcare,0.0,6.0,Low,236,3,51,No,No,Cat_6
Male,68,Lawyer,0.0,2.0,High,190,5,38,Yes,Yes,Cat_6
Male,47,Artist,13.0,1.0,Low,104,4,23,Yes,Yes,Cat_6
Male,75,Lawyer,1.0,2.0,High,245,2,19,Yes,No,Cat_6
Male,50,Artist,3.0,4.0,Average,155,3,27,Yes,Yes,Cat_2
Male,31,Healthcare,0.0,4.0,Low,233,3,63,No,Yes,Cat_6
Female,30,Artist,0.0,3.0,Low,171,4,55,No,Yes,Cat_6
Female,41,Artist,0.0,4.0,Low,164,2,56,Yes,Yes,Cat_6
Male,41,Executive,6.0,2.0,High,141,3,6,Yes,,Cat_3
Female,35,Healthcare,2.0,1.0,Low,266,2,61,Yes,No,Cat_6
Male,37,Healthcare,0.0,1.0,Low,192,2,56,Yes,Yes,Cat_6
Male,60,Entertainment,0.0,0.0,Low,229,6,61,Yes,Yes,Cat_6
Male,50,Doctor,0.0,3.0,Average,269,4,38,Yes,Yes,Cat_6
Male,36,Artist,0.0,2.0,Average,247,4,59,Yes,Yes,Cat_6
Female,26,Marketing,3.0,3.0,Low,157,2,2,No,No,Cat_3
Male,22,Healthcare,0.0,4.0,Low,240,2,14,No,No,Cat_4
Female,19,Healthcare,0.0,3.0,Low,197,4,58,No,No,Cat_6
Female,45,Artist,0.0,5.0,Average,121,5,23,Yes,Yes,Cat_6
Female,31,Doctor,0.0,4.0,Low,124,3,60,No,No,Cat_6
Male,56,Artist,0.0,3.0,Average,153,3,53,Yes,Yes,Cat_4
Female,62,Lawyer,8.0,5.0,Low,105,4,1,Yes,,Cat_6
Female,25,Healthcare,1.0,3.0,Low,202,3,2,No,Yes,Cat_6
Female,73,Lawyer,1.0,1.0,Low,162,2,54,Yes,Yes,Cat_6
Male,62,Doctor,1.0,4.0,Average,164,3,13,Yes,Yes,Cat_3
Male,46,Entertainment,0.0,3.0,Average,231,4,48,Yes,No,Cat_6
Female,51,Artist,0.0,0.0,Low,209,4,12,Yes,Yes,Cat_3
Male,25,Executive,1.0,2.0,High,157,2,19,Yes,Yes,Cat_6
Male,66,Executive,0.0,2.0,High,249,2,4,Yes,,Cat_6
Male,27,Marketing,1.0,2.0,Low,264,2,63,No,Yes,Cat_3
Male,87,Executive,1.0,2.0,Low,111,4,61,Yes,No,Cat_6
Female,47,Artist,0.0,1.0,Low,242,3,10,Yes,Yes,Cat_1
Male,57,Artist,1.0,4.0,Average,169,3,23,Yes,Yes,Cat_6
Male,60,Artist,0.0,4.0,Average,138,2,13,Yes,Yes,Cat_3
Male,40,Executive,0.0,5.0,High,158,3,9,Yes,Yes,Cat_6
Female,32,Doctor,7.0,0.0,Low,146,4,5,No,Yes,Cat_2
Male,28,Healthcare,2.0,3.0,Low,218,5,36,No,Yes,Cat_6
Male,39,Doctor,4.0,3.0,Low,178,2,22,No,Yes,Cat_6
Female,47,Marketing,9.0,1.0,Low,197,3,34,No,Yes,Cat_6
Male,28,Entertainment,1.0,0.0,Low,254,4,37,No,No,Cat_3
Male,69,Artist,0.0,3.0,Average,237,4,33,Yes,Yes,Cat_6
Female,42,Artist,0.0,1.0,Low,179,3,62,No,Yes,Cat_6
Female,46,Engineer,1.0,1.0,Low,189,3,38,Yes,Yes,Cat_6
Female,23,Marketing,3.0,3.0,Low,244,3,1,No,No,Cat_6
Male,45,Artist,1.0,5.0,Low,266,2,46,No,Yes,Cat_6
Female,38,Doctor,1.0,4.0,Average,263,3,10,Yes,Yes,Cat_6
Female,71,Lawyer,1.0,3.0,High,247,2,39,Yes,No,Cat_6
Female,26,Doctor,0.0,2.0,Low,202,3,6,No,No,Cat_6
Female,60,Artist,8.0,2.0,High,227,3,1,Yes,Yes,Cat_6
Female,46,Artist,1.0,2.0,Average,189,2,15,Yes,Yes,Cat_6
Male,39,Entertainment,1.0,4.0,Average,160,2,31,Yes,Yes,Cat_3
Female,18,Healthcare,1.0,3.0,Low,117,3,56,No,No,Cat_6
Male,26,Doctor,1.0,2.0,Average,202,2,52,Yes,Yes,Cat_7
Male,53,Artist,1.0,2.0,High,201,3,54,Yes,Yes,Cat_6
Male,40,Entertainment,1.0,2.0,Average,273,2,39,Yes,Yes,Cat_3
Male,76,Executive,0.0,7.0,Low,143,2,58,Yes,No,Cat_4
Male,26,Entertainment,0.0,3.0,Average,137,4,29,Yes,Yes,Cat_3
Female,65,Artist,0.0,2.0,Average,236,3,34,Yes,Yes,Cat_6
Female,37,Artist,12.0,2.0,Low,241,2,17,No,Yes,Cat_6
Male,25,Healthcare,0.0,4.0,Low,187,2,6,No,No,Cat_3
Female,21,Engineer,0.0,5.0,Low,273,2,63,No,No,Cat_2
Female,25,Healthcare,0.0,4.0,Low,170,3,15,No,No,Cat_2
Male,23,Healthcare,4.0,5.0,Low,138,3,37,No,No,Cat_6
Female,30,Healthcare,1.0,6.0,Low,150,2,60,No,Yes,Cat_3
Female,30,Doctor,0.0,4.0,Low,140,3,42,No,No,Cat_6
Male,42,Entertainment,0.0,4.0,Average,250,2,17,Yes,No,Cat_4
Female,81,Lawyer,0.0,2.0,High,207,7,19,Yes,No,Cat_6
Male,49,Entertainment,1.0,5.0,Average,214,3,36,Yes,Yes,Cat_6
Male,32,Healthcare,0.0,3.0,Low,179,3,63,No,No,Cat_2
Female,43,Artist,0.0,4.0,Average,149,4,20,Yes,Yes,Cat_2
Male,26,Executive,9.0,4.0,High,151,2,16,Yes,No,Cat_6
Female,67,Artist,1.0,2.0,Low,264,3,23,No,No,Cat_6
Male,88,Executive,0.0,1.0,Low,113,3,31,Yes,No,Cat_6
Female,40,Healthcare,8.0,4.0,Low,281,3,36,No,Yes,Cat_2
Female,48,Artist,0.0,4.0,Low,197,7,43,,Yes,Cat_2
Male,18,Healthcare,7.0,3.0,Low,265,8,35,No,No,Cat_1
Male,61,Entertainment,7.0,5.0,High,200,8,18,Yes,Yes,Cat_6
Female,51,Artist,0.0,4.0,High,111,2,60,Yes,Yes,Cat_6
Female,25,Engineer,0.0,2.0,Average,223,3,53,Yes,No,Cat_4
Male,35,Artist,6.0,3.0,Low,241,3,5,No,Yes,Cat_6
Male,46,Executive,0.0,2.0,High,139,3,25,Yes,No,Cat_6
Female,53,Homemaker,2.0,3.0,High,192,3,38,Yes,No,Cat_6
Male,48,Entertainment,9.0,1.0,Low,117,3,23,Yes,Yes,Cat_6
Male,75,Lawyer,1.0,2.0,Low,202,2,21,Yes,Yes,Cat_6
Male,23,Healthcare,1.0,3.0,Low,201,3,39,No,No,Cat_4
Male,29,Doctor,1.0,2.0,Low,273,2,16,No,No,Cat_6
Male,46,Artist,0.0,2.0,Low,143,2,64,Yes,No,Cat_6
Female,61,Marketing,1.0,1.0,Low,137,4,15,No,Yes,Cat_6
Female,37,Artist,1.0,1.0,Low,236,3,47,No,No,Cat_6
Female,23,Healthcare,6.0,5.0,Low,241,2,39,No,No,Cat_2
Male,21,Healthcare,0.0,8.0,Low,187,2,44,No,No,Cat_6
Female,33,Healthcare,7.0,4.0,Low,273,2,43,No,No,Cat_5
Male,74,Executive,0.0,0.0,Low,170,3,12,Yes,No,
