Laptop,Brand,Price,Profession,Normalized
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",LG,1799.0,"Engineer, Doctor",0.22994005255114816
"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",MSI,1999.0,Artist,0.2587194327008585
"ASUS E410MA-EK1356WS Intel Celeron N4020/4GB/64GB eMMC/14""",Asus,349.0,"Homemaker, Artist",0.021289546465748217
"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",HP,1799.0,"Homemaker, Engineer",0.22994005255114816
"Medion Akoya E16401 MD62264 Intel Core i5-1135G7/8GB/512GB SSD/16.1""",Medion,499.0,Doctor,0.04287408157803097
"Lenovo V15 G2 ALC AMD Ryzen 3 5300U/8 GB/256 GB SSD/15.6""",Lenovo,399.0,Marketing,0.028484391503175804
"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",Asus,1149.0,Executive,0.13640706706458958
"Portátil Alurin Flex Advance Intel Core I5-1155G7 14""",Alurin,368.7,"Homemaker, Engineer",0.024124315410494684
"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Acer,499.0,Artist,0.04287408157803097
"ASUS Chromebook Vibe CX55 Flip CX5501FEA-NA0271 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Táctil",Asus,699.0,Artist,0.0716534617277413
"MSI Stealth 17 Studio A13VG-017ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",MSI,2949.0,Entertainment,0.39542148841198255
"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",Asus,899.0,Homemaker,0.10043284187745165
"HP Victus 16-e1007ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",HP,1099.0,"Marketing, Homemaker",0.12921222202716198
"MSI Pulse 17 B13VGK-085XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3""",MSI,2099.0,Entertainment,0.27310912277571364
"ASUS ExpertBook B1500CEAE-EJ3535X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,1049.0,"Engineer, Doctor",0.1220173769897344
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/512GB SSD/15.6""",Medion,499.0,"Engineer, Homemaker",0.04287408157803097
"ASUS Vivobook 14 F1402ZA-EK611W Intel Core i5-1235U/8GB/512GB SSD/14""",Asus,719.01,Homemaker,0.07453283871171983
"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",Razer,2799.99,"Entertainment, Doctor",0.37397941123144085
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",Apple,1219.0,"Engineer, Doctor",0.1464798501169882
"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",Asus,429.0,Marketing,0.03280129852563235
"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,499.0,Executive,0.04287408157803097
HP Omen 16-b1016ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'',HP,1599.0,Entertainment,0.2011606724014378
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3050/15.6""",Lenovo,1079.01,"Lawyer, Engineer",0.12633572298119844
"ASUS ZenBook 14 OLED UM3402YA-KM091 AMD Ryzen 5 5625U/16GB/512GB SSD/14""",Asus,999.0,Lawyer,0.11482253195230682
"MSI Bravo 15 B5ED-019XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX 6500M/15.6""",MSI,869.0,Executive,0.0961159348549951
"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",Asus,1299.0,"Homemaker, Engineer",0.15799160217687233
MSI Stealth 15 A13VF-019XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6'',MSI,1799.0,Lawyer,0.22994005255114816
"MSI Katana GF66 12UE-1202XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",MSI,1299.0,Homemaker,0.15799160217687233
"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",MSI,1169.01,"Healthcare, Doctor",0.13928644404856808
"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Asus,899.0,Lawyer,0.10043284187745165
"Lenovo ThinkBook 16 G4+ IAP Intel Core i5-1235U/16GB/512GB SSD/16""",Lenovo,1089.0,Homemaker,0.12777325301967646
"ASUS ZenBook 14X OLED UM5401QA-L7177 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",Asus,1199.0,Doctor,0.14360191210201714
"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",Gigabyte,2899.0,Engineer,0.388226643374555
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",Apple,1599.0,Marketing,0.2011606724014378
"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Lenovo,499.0,"Artist, Healthcare",0.04287408157803097
"Acer Nitro 5 AN515-58-7571 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",Acer,1499.0,Engineer,0.18677098232658265
"MSI Prestige 16 Studio A13VE-046XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",MSI,1899.0,"Healthcare, Homemaker",0.24432974262600332
"ASUS ZenBook 13 OLED UX325EA-KG744W Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",Asus,1199.0,Artist,0.14360191210201714
"MSI Bravo 15 B5ED-018XES AMD Ryzen 7 5800H/16GB/512GB SSD/RX6500M/15.6""",MSI,999.0,"Healthcare, Lawyer",0.11482253195230682
"ASUS TUF Gaming A15 2023 FA507NU-LP045 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",Asus,1139.01,"Artist, Homemaker",0.13496953702611153
"HP Chromebook 15a-na0000ns Intel Celeron N4500/4GB/64GB eMMC/15.6""",HP,376.0,Lawyer,0.025174762785959114
"HP OMEN 17-cm2006ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17.3""",HP,1999.0,"Lawyer, Healthcare",0.2587194327008585
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",Lenovo,1529.0,Homemaker,0.1910878893490392
"ASUS ExpertBook B1 B1500CEAE-BQ2834X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,799.0,Artist,0.08604315180259649
"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",MSI,1599.0,Lawyer,0.2011606724014378
"Acer Aspire 5 A515-57-51Q4 Intel Core i5-1235U/8GB/512GB SSD/MX550/15.6""",Acer,1209.01,Homemaker,0.14504232007851015
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512 GB SSD/15.6""",Lenovo,699.0,"Entertainment, Lawyer",0.0716534617277413
"Lenovo ThinkBook 14s Yoga G2 IAP Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Lenovo,1163.02,Homemaker,0.13842450161308426
"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,499.0,Artist,0.04287408157803097
"ASUS P1512CEA-EJ0213X Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Asus,609.0,"Executive, Lawyer",0.058702740660371656
"ASUS VivoBook Flip TP470EA-EC402W Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",Asus,899.0,"Homemaker, Executive",0.10043284187745165
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",Lenovo,999.0,Doctor,0.11482253195230682
"MSI Stealth 14 Studio A13VG-047XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",MSI,2549.01,"Entertainment, Healthcare",0.3378641670815694
"MSI Stealth 16 Studio A13VG-036XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",MSI,2599.01,"Entertainment, Lawyer",0.345059012118997
"Samsung Galaxy Book2 Pro Intel Core i7-1260P/16GB/512GB SSD/13.3""",Samsung,1549.0,Entertainment,0.19396582736401025
"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,849.0,Entertainment,0.09323799684002407
"MSI Modern 14 C12M-030XES Intel Core i5-1235U/16GB/512GB SSD/14""",MSI,699.0,Artist,0.0716534617277413
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256 GB SSD/15.6""",Lenovo,345.0,"Executive, Artist",0.02071395886275401
"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",Apple,1619.0,Homemaker,0.20403861041640886
"ASUS TUF Gaming F15 FX507ZU4-LP040 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",Asus,1519.01,Healthcare,0.18965035931056118
"Acer Nitro 5 AN515-45-R6CN AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3080/15.6""",Acer,2299.0,"Doctor, Lawyer",0.30188850292542396
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/17.3""",Razer,3099.99,Engineer,0.41714848145600636
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",Lenovo,479.0,"Executive, Lawyer",0.03999614356305994
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",HP,629.01,"Executive, Artist",0.06158211764435017
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Lenovo,475.0,Entertainment,0.03942055596006573
"ASUS TUF Gaming F15 FX507ZV4-LP047 Intel Core i7-12700H/16GB/1TB SSD/RTX 4060/15.6""",Asus,1799.0,Executive,0.22994005255114816
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Lenovo,449.0,Engineer,0.035679236540603385
"Acer Nitro 5 AN515-47-R6UV AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 3050Ti/15.6""",Acer,1299.01,"Lawyer, Doctor",0.1579930411458798
"ASUS TUF Gaming F15 FX507ZV4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/15.6""",Asus,1999.0,"Lawyer, Doctor",0.2587194327008585
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Apple,1519.0,Lawyer,0.1896489203415537
"HP ChromeBook 14a-na1006ns Intel Celeron N4500/4GB/64GB eMMC/14""",HP,379.0,Engineer,0.02560645348820477
"MSI Creator Z16 HX Studio B13VFTO-034ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16"" Táctil",MSI,2729.01,Homemaker,0.3637656092163087
"Medion Erazer Crawler E30 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050 Ti/15.6""",Medion,859.0,"Engineer, Healthcare",0.09467696584750958
"LG Gram 17Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/17""",LG,1809.01,Marketing,0.23138046052764116
"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",MSI,1899.0,"Marketing, Executive",0.24432974262600332
"HP 255 G8 AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,388.0,Lawyer,0.026901525594941734
"Lenovo V15 G2 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Lenovo,499.0,"Doctor, Lawyer",0.04287408157803097
"Lenovo IdeaPad Gaming 3 15ACH6-381 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3050/15.6"" (PT)",Lenovo,944.82,"Engineer, Artist",0.10702619786975028
"ASUS ROG Strix G16 G614JZ-N3008 Intel Core i7-13650HX/32GB/1TB/RTX 4080/16""",Asus,2599.01,"Homemaker, Lawyer",0.345059012118997
"ASUS VivoBook 15 F1500EA-EJ3069W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,909.0,Entertainment,0.10187181088493717
"MSI Summit E13 Flip Evo A13MT-228ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.4"" Táctil",MSI,1799.0,"Lawyer, Marketing",0.22994005255114816
"ASUS E410MA-EK1928WS Intel Celeron N4020/4GB/64GB eMMC/14""",Asus,452.0,Homemaker,0.03611092724284904
"HP Pavilion 14-dv2004ns Intel Core i5-1235U/16GB/512GB SSD/14""",HP,899.01,Homemaker,0.10043428084645914
"LG Ultra PC 17U70Q-P.AA78B Intel Core i7-1260P/16GB/1TB SSD/RTX 3050Ti/17""",LG,1999.0,Marketing,0.2587194327008585
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050/15.6""",Lenovo,1029.01,"Marketing, Engineer",0.11914087794377085
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512GB SSD/15.6""",Lenovo,509.0,Executive,0.04431305058551649
"Lenovo V15 G2 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Lenovo,442.99,Executive,0.034814416167104595
"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",MSI,2499.0,"Executive, Engineer",0.3306678830751343
"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",Samsung,849.0,Engineer,0.09323799684002407
"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Dell,690.15,Doctor,0.07037997415611662
"ASUS ExpertBook B3 Flip B3402FBA-EC0434X Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Asus,1179.0,Homemaker,0.14072397408704612
"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",Asus,1899.01,"Artist, Marketing",0.2443311815950108
HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',HP,1499.01,"Marketing, Doctor",0.18677242129559013
"Asus TUF Gaming A15 FA507RR-HQ008 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3070/15.6""",Asus,1889.0,Marketing,0.2428907736185178
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Blanco Estrella",Apple,1869.0,"Homemaker, Entertainment",0.24001283560354678
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",Lenovo,1129.0,Doctor,0.13352912904961853
"MSI Prestige 13 Evo A13M-068ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.3""",MSI,1599.0,"Entertainment, Artist",0.2011606724014378
"Lenovo Chromebook IdeaPad 3 CB 14IGL05 Intel Celeron N4020/8GB/64GB eMMC/14""",Lenovo,391.0,"Engineer, Lawyer",0.02733321629718739
"HP ProBook 650 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",HP,709.0,"Doctor, Executive",0.07309243073522682
"Dell Vostro 3520 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Dell,889.0,Executive,0.09899387286996614
"ASUS ROG Zephyrus G16 2023 GU603VI-N4006 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",Asus,2599.0,Marketing,0.34505757314998947
"MSI Modern 15 B5M-017XES AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",MSI,899.0,"Engineer, Doctor",0.10043284187745165
"HP OMEN 16-n0012ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050Ti/16.1""",HP,1399.0,Doctor,0.1723812922517275
"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",HP,458.99,"Marketing, Lawyer",0.03711676657908142
"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",MSI,2979.01,Artist,0.3997398344034466
"MSI Prestige 14 Evo B13M-276ES Intel Evo Core i7-13700H/16GB/512GB SSD/14""",MSI,1399.0,"Lawyer, Engineer",0.1723812922517275
"HP Pavilion Plus 14-eh0008ns Intel Core i7-1255U/16GB/512GB SSD/RTX 2050/14""",HP,1729.01,Homemaker,0.21986870846775702
"Acer Aspire 3 A314-36P-30XR Intel Core i3-N305/8GB/512GB SSD/14""",Acer,599.0,Executive,0.05726377165288614
"MSI Raider GE68HX 13VF-046XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",MSI,2499.0,Homemaker,0.3306678830751343
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Gris Espacial",Apple,1599.0,Lawyer,0.2011606724014378
"ASUS ROG Strix Scar 16 2023 G634JY-N4013 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/16""",Asus,3699.01,Marketing,0.5033456029424038
"Acer Extensa 15 EX215-54-51BK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Acer,450.0,"Entertainment, Doctor",0.03582313344135194
"Acer Aspire 3 A315-58-77EL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Acer,749.0,Healthcare,0.0788483067651689
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/16GB/512GB SSD/14.2"" Gris Espacial",Apple,2209.0,"Homemaker, Executive",0.28893778185805435
"MSI Creator M16 B12UDX-688XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3050/16""",MSI,1399.0,Entertainment,0.1723812922517275
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8 GB/256 GB SSD/15.6""",Lenovo,449.0,"Lawyer, Homemaker",0.035679236540603385
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/nOS/14""",Alurin,449.9,Healthcare,0.03580874375127708
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Gris Espacial",Apple,1869.0,"Artist, Doctor",0.24001283560354678
"ASUS Chromebook Flip CM1 CM1400FXA-EC0109 3015Ce/8GB/64GB eMMC/14"" Táctil",Asus,449.01,"Entertainment, Artist",0.03568067550961087
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Lenovo,419.0,"Homemaker, Executive",0.03136232951814684
"MSI Prestige 14 Evo B13M-282ES Intel Evo Core i5-13500H/16GB/512GB SSD/14""",MSI,1339.01,Artist,0.16374891717582188
"HP EliteBook 840 G3 Intel Core i5-6300U/16GB/512GB SSD/14""",HP,312.83,Marketing,0.0160847955656731
HP Victus 16-d1030ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16.1'',HP,1299.01,Entertainment,0.1579930411458798
"HP Pavilion 14-ec0011ns AMD Ryzen 7 5700U/16GB/512GB SSD/14""",HP,899.01,"Healthcare, Engineer",0.10043428084645914
"MSI Creator M16 B13VE-680XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",MSI,1749.0,"Executive, Lawyer",0.22274520751372057
"ASUS ROG Strix Scar 18 2023 G834JY-N5012 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/18""",Asus,3699.01,"Homemaker, Entertainment",0.5033456029424038
"ASUS Zenbook 14 OLED UX3402ZA-KM020W Intel Evo Core i5-1240P/16GB/512GB SSD/14""",Asus,1199.0,"Engineer, Artist",0.14360191210201714
"ASUS Vivobook 17 F1704VA-AU084W Intel Core i7-1355U/16GB/512GB SSD/17.3""",Asus,999.0,"Engineer, Marketing",0.11482253195230682
"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",Apple,1349.0,"Homemaker, Entertainment",0.1651864472142999
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""",PcCom,1549.0,Homemaker,0.19396582736401025
"HP OMEN 16-n0009ns AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/16.1""",HP,1699.01,Marketing,0.21555180144530048
"ASUS TUF Dash F15 FX517ZM-HN002 Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",Asus,1699.0,Healthcare,0.215550362476293
"ASUS Chromebook CX1500CKA-EJ0181 Intel Celeron N4500/8GB/64GB eMMC/15.6""",Asus,382.0,Lawyer,0.026038144190450425
"Alurin Go Intel Pentium N4200/8GB/128GB SSD/nOS/14.1""",Alurin,309.91,"Marketing, Lawyer",0.015664616615487337
"HP 255 G8 AMD Ryzen 3 3250U/8 GB/256GB SSD/15.6""",HP,379.0,"Executive, Homemaker",0.02560645348820477
"ASUS ExpertBook B7 Flip B7402FBA-L90638X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",Asus,2109.0,Homemaker,0.27454809178319917
"MSI Prestige 16 A12UD-220ES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16""",MSI,1889.0,Artist,0.2428907736185178
"Dell Latitude 3520 Intel Core i5-1135G7/8GB/256 GB SSD/15.6""",Dell,789.0,"Doctor, Executive",0.08460418279511096
"HP ENVY x360 13-bf0003ns Intel Evo Core i7-1250U/16GB/1TB SSD/13.3"" Táctil",HP,1399.0,Entertainment,0.1723812922517275
ASUS TUF Gaming F17 FX707ZV4-HX004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/17.3'',Asus,1999.0,Executive,0.2587194327008585
"ASUS VivoBook 15 F515EA-BQ1359 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,399.0,Doctor,0.028484391503175804
"Apple Macbook Air Apple M2/16GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Apple,1639.01,"Entertainment, Healthcare",0.20691798740038736
"HP 250 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6"" Plata Ceniza",HP,669.01,"Executive, Lawyer",0.06733799367429225
Lenovo IdeaPad 1 15AMN7-923 AMD Ryzen 3-7320U/8GB/256 SSD/15.6'' (PT),Lenovo,511.49,"Lawyer, Healthcare",0.044671353868380385
"Medion Erazer Deputy P50 Intel Core i7-13700HX/16GB/1TB SSD/RTX 4060/15.6""",Medion,1529.0,Entertainment,0.1910878893490392
"MSI Summit E16 Flip A13VET-083ES Intel Core i7-1360P/32GB/1TB SSD/RTX 4050/16"" Táctil",MSI,2379.01,Engineer,0.3134016939543156
"Dell Vostro 3510 Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",Dell,869.0,"Executive, Homemaker",0.0961159348549951
"ASUS M515UA-EJ541 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",Asus,699.0,"Artist, Lawyer",0.0716534617277413
"ASUS ROG Strix G18 G814JI-N6004 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/18""",Asus,2659.0,Homemaker,0.35369138719490256
"ASUS VivoBook 16X M1603QA-MB013W AMD Ryzen 5 5600H/16GB/512GB SSD/16""",Asus,579.01,Engineer,0.05438727260692259
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Blanco Estrella",Apple,1599.0,"Entertainment, Engineer",0.2011606724014378
"MSI Thin GF63 12VE-040ES Intel Core i5-12450H/16GB/512GB SSD/RTX 4050/15.6""",MSI,1199.0,Executive,0.14360191210201714
"Gigabyte G5 KF-E3ES313SH Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",Gigabyte,1189.01,Homemaker,0.14216438206353912
ASUS Zenbook UM3402YA AMD Ryzen 5-5625U/8GB/512GB SSD/14'' (PT),Asus,809.45,Engineer,0.08754687441541885
"MSI Creator M16 B13UDX-687XES Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/16""",MSI,1599.0,Lawyer,0.2011606724014378
"Lenovo ThinkPad T470s Intel Core i5-7300U/16GB/512GB SSD/14""",Lenovo,635.0,"Engineer, Artist",0.062444060079833996
"HP Victus 16-e0061ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050/16.1""",HP,1149.0,"Homemaker, Engineer",0.13640706706458958
"Apple Macbook Air Apple M2/8GB/512 GB SSD/GPU Deca Core/13.6"" Plata",Apple,1869.0,Healthcare,0.24001283560354678
"ASUS ROG Strix G17 G713RS-LL008 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX 3080/17.3""",Asus,2999.0,Artist,0.4026163334494101
"Apple Macbook Pro Apple M2/8GB/512GB SSD/GPU Deca Core/13.3"" Plata",Apple,1849.0,"Lawyer, Engineer",0.23713489758857575
"Apple Macbook Pro Apple M2/16GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",Apple,1729.01,"Marketing, Executive",0.21986870846775702
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Blanco Estrella",Apple,1519.0,Lawyer,0.1896489203415537
"ASUS Expertbook B9 B9400CBA-KC0686X Intel Core i5-1235U/16GB/512GB SSD/14""",Asus,1579.0,"Lawyer, Healthcare",0.1982827343864668
"MSI Stealth 16 Studio A13VG-033ES Intel Core i9-13900H/32GB/2TB SSD/RTX 4070/16""",MSI,2914.18,"Engineer, Lawyer",0.390410998327918
"ASUS ROG Zephyrus G16 2023 GU603ZU-N4004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4050/16""",Asus,1999.0,Marketing,0.2587194327008585
"MSI GF63 Thin 11UC-447XES Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",MSI,1049.0,"Artist, Marketing",0.1220173769897344
"ASUS TUF Gaming F15 FX507ZU4-LP003 Intel Core i7-12700H/16GB/1TB SSD/RTX 4050/15.6""",Asus,2049.0,"Doctor, Engineer",0.2659142777382861
"HP Chromebook 15a-na0002ns Intel Celeron N4500/8GB/128GB eMMC/15.6""",HP,429.01,Marketing,0.032802737494639835
"LG Ultra PC 17U70Q-P.AD78B Intel Evo Core i7-1260P/32GB/1TB SSD/RTX 3050Ti/17""",LG,2199.0,"Lawyer, Healthcare",0.28749881285056883
"ASUS ROG Zephyrus M16 2023 GU604VZ-NM008W Intel Core i9-13900H/32GB/1TB SSD/RTX 4080/16""",Asus,3599.0,Artist,0.48895447389854113
"Lenovo V15 Gen 2 ALC AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",Lenovo,739.01,Executive,0.07741077672669086
"MSI Creator M16 B12VE-685XES Intel Core i7-12650H/32GB/1TB SSD/RTX 4050/16""",MSI,1699.0,"Lawyer, Marketing",0.215550362476293
"MSI Summit E16 Flip Evo A13MT-238ES Intel Evo Core i7-1360P/16GB/1TB SSD/16"" Táctil",MSI,1829.0,"Homemaker, Lawyer",0.2342569595736047
"HP 15S-fq4043ns Intel Core i7-1195G7/16GB/512GB SSD/15.6""",HP,759.01,"Marketing, Lawyer",0.0802887147416619
"ASUS ROG Strix G17 G713RS-LL042 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3080/17.3""",Asus,2999.0,"Entertainment, Lawyer",0.4026163334494101
"MSI Prestige 14 Evo B13M-242ES Intel Core i7-13700H/32GB/1TB SSD/14""",MSI,1589.01,Lawyer,0.1997231423629598
"ASUS ROG Zephyrus G14 2023 GA402XV-N2028W AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4060/14""",Asus,2499.0,Entertainment,0.3306678830751343
"MSI Katana GF66 12UC-820XES Intel Core i7-12650H/16GB/512GB SSD/RTX3050/15.6""",MSI,1199.0,"Entertainment, Engineer",0.14360191210201714
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/16GB/512GB SSD/14.2"" Plata",Apple,2269.0,"Lawyer, Doctor",0.2975715959029674
